Artist,Title,Album,Lyric,Year
Sabrina Carpenter,On Purpose,EVOLution ,"[Verse 1]
Your eyes crashin' into my eyes
Was I accidentally falling in love?
Your words didn't mean to heal the hurt
We're coincidentally more than enough

[Pre-Chorus]
All these days, I never thought
That I would need someone so much, who knew?
But I don't think I ever planned
For this helpless circumstance with you

[Chorus]
You're scared, I'm nervous
But I guess that we did it on purpose
On purpose, on purpose
Baby, I know it's weird, but it's worth it
'Cause I guess that we did it on purpose
On purpose, on purpose

[Post-Chorus]
(Go) Hey, huh, hey, huh
Hey, huh, hey
But I guess that we did it on purpose
(Go) Hey, huh, hey, huh
Hey, huh, hey
But I guess that we did it on purpose


[Verse 2]
My dreams runnin' into your dreams
It's as if we wished on the same star
And my time changin' all of your time
It's a butterfly effect on my heart

[Pre-Chorus]
And all these days, I never thought
That I would need someone so much, who knew?
Who knew?
But I don't think I ever planned
For this helpless circumstance with you
Oh, woah

[Chorus]
You're scared, I'm nervous
But I guess that we did it on purpose
On purpose, on purpose
Baby, I know it's weird, but it's worth it
But I guess that we did it on purpose
On purpose, on purpose

[Post-Chorus]
(Go) Hey, huh (On purpose), hey, huh
Hey, huh, hey
But I guess that we did it on purpose
(Go) Hey, huh, hey, huh
Hey, huh, hey
But I guess that we did it on purpose


[Bridge]
Lost in darkness, you're my focus
Love me hopeless
But I guess that we did it on purpose
Lost in darkness, you're my focus
Love me hopeless
Oh, you're scared

[Chorus]
You're scared, I'm nervous
But I guess that we did it on purpose
On purpose, on purpose
Baby, I know it's weird, but it's worth it
'Cause I guess that we did it on purpose
On purpose, on purpose

[Outro]
Lost in darkness, you're my focus
Love me hopeless
But I guess that we did it on purpose
Lost in darkness, you're my focus
Love me hopeless
But I guess that we did it on purpose",2016
Sabrina Carpenter,Sue Me,Singular: Act I (Japan Edition),"[Verse 1]
Remember when you said it, there's no second chance?
Oh, baby, I heard you been hoping you could change the past
You miss the long goodnights, you miss the long goodbyes
You miss the long goodnights (Yup, yup, yup, yup, yup)
Well, did you ever think that it was hard for me
To walk it off like nothing happened, nonchalantly?
I got you feeling like, I got you feeling right
I got you feeling like (Yup, yup, yup, yup, yup)

[Pre-Chorus]
That's my shape, I made the shadow
That's my name, don't wear it out though
Feelin' myself can't be illegal, illegal

[Chorus]
So sue me for looking too pretty tonight
Wearing your favorite color under the lights
For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can't forget
So sue me

[Verse 2]
(Go)
It's hard to see me on when you been off as hell
But I'm not gonna dull myself because you dull yourself
I know it's hard to see what you don't want to see
I know it's hard to see (Yup, yup, yup, yup, yup)


[Pre-Chorus]
That's my shape, I made the shadow
That's my name, don't wear it out though
Feelin' myself can't be illegal, illegal

[Chorus]
So sue me for looking too pretty tonight
Wearing your favorite color under the lights
For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can't forget
So sue me

[Bridge]
I, I, I
I guess I'm hard to ignore
Pick up that jaw off the floor

[Chorus]
So sue me for looking too pretty tonight
Wearing your favorite color under the lights
For moving on, doing everything right
(Everything right, no, no, everything right, no, no, oh)
So sue me for being good friends with your friends
(With your friends, yeah, yeah, yeah)
And running into you the place that we met
(The place that we met)
For being something you can't forget
(You can't forget, no)
So sue me


[Outro]
Sue me, baby
No, no",2018
Sabrina Carpenter,decode,emails i can’t send fwd:,"[Verse 1]
You're good at the fallin', not the stayin' there
You're good at the givin' too much, then gettin' scared
You're good at impersonating someone who cares
And you had me for a minute there

[Pre-Chorus]
But now I wonder why
I let your confusion keep me up at night
I'm so tired
Reread every single undertone and I

[Chorus]
Overanalyzed it
Front, back, and beside it
Where else can we go?
There's nothin' left hеre to decode
Donе lookin' for signs in
The gaps and the silence
It's just gettin' old
There's nothin' left here to decode

[Post-Chorus]
Mm, mm-mm

[Verse 2]
There's a weight off my shoulders now that I don't chase you
Bein' myself, did that emasculate you?
Learnin' from you that I can walk away too
And you had me for a minute too


[Pre-Chorus]
But now I wonder why
I let your indecision keep me up at night
I'm so tired
Unpacked every single word you wrote and I

[Chorus]
Overanalyzed it
Front, back, and beside it
Where else can we go?
There's nothin' left here to decode
Done lookin' for signs in
The gaps and the silence
It's just gettin' old
There's nothin' left here to decode

[Post-Chorus]
Mm, mm-mm
There's nothin' left here to decode
Mm, mm-mm

[Pre-Chorus]
Now I wonder why
I let your confusion keep me up at night
I'm so tired
Reread every single undertone and I


[Chorus]
Overanalyzed it
Front, back, and beside it
Where else can we go?
There's nothin' left here to decode
Done lookin' for signs in
The gaps and the silence
It's just gettin' old
There's nothin' left here to decode

[Post-Chorus]
There's nothin', there's nothin', there's nothin' (Mm, mm-mm)
There's nothin' left here to decode
There's nothin', there's nothin', there's nothin' (No, mm)
There's nothin' left here to decode

[Outro]
I wanna make a video to our future selves",2022
Sabrina Carpenter,Tornado Warnings,emails i can’t send fwd:,"[Verse 1]
We were never in the park
Talkin' on a seesaw teetering with our feelings in the dark
Ignoring tornado warnings
He didn't hold me in his arms
We didn't stumble over the pages of our relationship arc
Ignoring tornado warnings

[Pre-Chorus]
Don't understand how quickly we get
Right back in our rhythm without missing a step
And logically the last thing I should have on my mind
But I want you there sometimes

[Chorus]
I guess maybe that's why I'm lying to my therapist
I keep saying things like, ""I never saw him and we never kissed""
Now I think somehow in my mind
If I could convince him, if he doesn't see it, then maybe it doesn't exist
I think he's onto me every time I say I'm over that son of a bitch
I'm lying to my therapist

[Verse 2]
I deserve an hour in a week to focus on my thoughts
Not so obsessed with yours, I can't hear myself speak
I deserve my own consideration, but sometimes, I wish I kept
Some of my feelings in the basement so I'd still have some left


[Pre-Chorus]
Don't understand how quickly we get
Right back in our rhythm without missing a step
And logically the last thing I should have on my mind
But I want you there sometimes

[Chorus]
I guess maybe that's why I'm lying to my therapist
I keep saying things like, ""I never saw him and we never kissed""
Now I think somehow in my mind
If I could convince him, if he doesn't see it, then maybe it doesn't exist
I think he's onto me every time I say I'm over that son of a bitch
I'm lying to my therapist

[Bridge]
I'll drive you home, you drive me crazy
But that's not gonna stop me
I'll call you out, you call me ""baby""
But that's not gonna stop me

[Chorus]
From lying to my therapist
I keep saying things like, ""I never saw him and we never kissed""
Now I think somehow in my mind
If I could convince him, if he doesn't see it, then maybe it doesn't exist
I think he's onto me every time I say I'm over that son of a bitch
I'm lying to my therapist",2022
Sabrina Carpenter,Fast Times,emails i can’t send fwd:,"[Verse 1]
Sun's up too soon like daylight savings
Mixed emotions are congregating
Picturin' us in all these places
Ahead of myself's an understatement
Sky looks so purple, I can taste it
Couple days in, I call you ""baby""
Three stories up here contemplatin'
But what the fuck is patience?

[Chorus]
These are fast times and fast nights, yeah
No time for rewrites, we couldn't help it
Outlines on bed sides, yeah
Give me a second to forget I evеr really meant it
Fast times and fast nights, yеah
Closed eyes and closed blinds, we couldn't help it
Outlines on bed sides, yeah
Give me a second to forget I ever really meant it

[Verse 2]
My feelings used to be serrated
But you speak in such a perfect cadence
Tiptoeing past so many stages
But what the fuck is patience?


[Chorus]
These are fast times and fast nights, yeah
No time for rewrites, we couldn't help it
Outlines on bed sides, yeah
Give me a second to forget I ever really meant it
Fast times and fast nights, yeah
Closed eyes and closed blinds, we couldn't help it
Outlines on bed sides, yeah
Give me a second to forget I ever really meant it

[Bridge]
These, these are
These are the fast times
These, these are
These are the—

[Chorus]
Fast times and fast nights, yeah (Yeah)
No time for rewrites, we couldn't help it
Outlines on bed sides, yeah (Yeah)
Give me a second to forget I ever really meant it
Fast times and fast nights, yeah
Closed eyes and closed blinds, we couldn't help it
Outlines on bed sides, yeah
Give me a second to forget I ever really meant it",2022
Sabrina Carpenter,Read your Mind,emails i can’t send fwd:,"[Intro]
Ah

[Verse 1]
Made it clear when you told me (Ah-ah)
Don't know why, but you gotta be lonely (Ah-ah-ah)
Say it's hard, but you make it look easy (Ah-ah)
So I'm tryin' to live in reality (Ah-ah-ah-ah)

[Pre-Chorus]
Decompressin', tryna ease the tension, but you
Got me stressin', feelin' like I need to call when
You sneak up on me, tell me that you miss me in your life

[Chorus]
I can't read your mind
You say that you need to be alone
But night and day, want me at your beck and call
You say you know that you might be crossin' a line
Wastin' all our time
To think that we could be casual
You're not my friend and, baby, you never were
Why the fuss if you say you just wanna be mine?
I can't read your mind

[Verse 2]
Tell me, what's gonna happen
When it's you and me in a room, but you know you can't have it?
Oh, I'll be laughin'
When you say that you really have changed
Finally found your way
'Cause I'm close to your face (Ah-ah-ah-ah-ah)


[Pre-Chorus]
Double-checkin', did I get the message in the way
You intended? Got me second-guessin' when you
Sneak up on me, tell me that you need me in your life

[Chorus]
I can't read your mind
You say that you need to be alone
But night and day, want me at your beck and call
You say (Uh) you know (Yeah) that you might be crossin' a line
Wastin' all our time
To think that we could be casual
You're not my friend and, baby, you never were
Why the fuss if you say you just wanna be mine?
I can't read your mind

[Bridge]
You say that you need to be alone
But night and day, want me at your beck and call
You say you know that you might be crossin' a line

[Chorus]
I can't read your mind
You say that you need to be alone
But night and day, want me at your beck and call (Want me at your beck and call)
You say you know that you might be crossin' a line
Wastin' all our time (Time)
To think (Think) that we could be casual
You're not (Not) my friend (My friend) and, baby, you never were
Why (Why) the fuss (Fuss) if you say you just wanna be mine?
I can't read your mind


[Outro]
Ha-ah-ah-ah, la, mm-mm",2022
Sabrina Carpenter,Needless To Say,Short n’ Sweet (Bonus Track),"[Verse 1]
Guess you think it's kinda funny
All the boys who love-and-left me
In New York now, getting laid
Guess you think it's entertaining
Early-twenties judgment
Oh, it gets you off, how much you love it

[Chorus]
You need
Need less to say about everything
Need more to do than just focus on me
Try working on you
I promise you'll be much happier if you do

[Verse 2]
A pretty dress, an awkward angle
I bet you zoomed in close and held it up to show all of your friends
So much spite, I bet it's painful
One-way conversations
How's the weather in your mother's basement?

[Chorus]
You need
Need less to say about еverything
Need more to do than just focus on me
Try working on you
I promisе you'll be much happier if you do
You need
Need lessons on immaturity
Need more to do than just comment at me
Try working on you
I promise you'll be much happier if you do (Ooh)


[Outro]
You do
Needless to say
Needless to say
Needless to say",2024
Sabrina Carpenter,cindy lou who,A Nonsense Christmas with Sabrina Carpenter,"[Verse 1]
I saw you laughin' in one of his pictures
Bet you'll be the one with his ring on your finger
There's red and green everywhere, but I'm so blue
Cindy Lou Who
Maybe he met you somewhere in the desert
While he was soul-searchin', he found someone better
Guess you make him happy like I couldn't do
Cindy Lou Who

[Chorus]
(Ooh) With your hair so long, lips so red
(Ooh) Maybe we met once, I forget
(Ooh) Scrollin' five yеars back, I'm obsessed
Breakin' my hеart, 'tis the season, I guess

[Instrumental Break]

[Chorus]
(Ooh) With your hair so long, lips so red
(Ooh) If you're wakin' up now in his old bed
(Ooh) At his family's house, know that you're just
Breakin' my heart, 'tis the season, I guess

[Verse 2]
The snow's gonna fall and the tree's gonna glisten
And I'm gonna puke at the thought of you kissin'
The boy who I love is now in love with you
Cindy Lou Who


[Outro]
I told all my friends, they said it can't be true
Cindy Lou Who",2023
Sabrina Carpenter,opposite,emails i can’t send fwd:,"[Verse 1]
Oh, so you do have a type and it's not me
Oh, so you can reply, just to not me
If you wanted brown eyes
I coulda got contacts
So y'all are in Paris now, guess it's public
Face like that other girl you're in love with
You knew I would see that
You knew I would notice

[Chorus]
She looks nothing like me
Can't really tell, should I be
Tryna take it as a compliment?
It's kinda feelin' like the opposite
She looks nothing like me
So why do you look so happy?
Now I think I get the cause of it
You were holdin' out to find the opposite

[Post-Chorus]
And I know now
Even if I tried to change
That somehow
You'd end up with her anyway
Oh, I know now
Even if I tried to change
That somehow
You'd end up with her anyway


[Verse 2]
Does she say nothin' so you feel good?
Does she step out the spotlight so you bathe in it?
Does she get up on top of you more than I would?
Does she just love the picture 'cause you're paintin' it? (Mm)
I care, but I don't
Just wonderin', when you (When you)
Said I'm beautiful
Was I bein' lied to?

[Chorus]
She looks nothing like me
Can't really tell, should I be
Tryna take it as a compliment?
It's kinda feelin' like the opposite
She looks nothing like me
So why do you look so happy?
Now I think I get the cause of it
You were holdin' out to find the opposite

[Post-Chorus]
And I know now
Even if I tried to change (Even if I tried to change)
That somehow
You'd end up with her anyway
Oh, I know now
Even if I tried to change
That somehow (Somehow)
You'd end up with her anyway (You'd end up with her anyway)


[Outro]
End up with her anyway",2023
Sabrina Carpenter,how many things,emails i can’t send fwd:,"[Verse 1]
You used a fork once
It turns out forks are fuckin' everywhere
There’s no hiding from the thought of us
I got ways to find you anywhere
We sat on the roof once
Conversation took us everywhere
And we talked until the sun came up
I wish we stayed just like we were up there

[Pre-Chorus]
I consider you, I'm not trying to
It doesn't matter whether not I want to
I can’t help it, it's a habit
Your corner in my mind is well-established

[Chorus]
I
I wonder how many things you think about before you get to me
I wonder how many things you wanna do, you think I'm in-between
I feel myself fallin' further down your priorities
And I still make excuses for you constantly
I wonder how many things you think about
Before, before you get to me

[Verse 2]
Remember when you left once?
That never made too much sense to me
Well, it hurt you so bad hurting me
You really came to me for sympathy


[Pre-Chorus]
Oh, I consider you and I'm not trying to
It doesn't matter whether not I want to
I can't help it, it's a habit
Your corner in my mind is well-established

[Chorus]
I
I wonder how many things you think about before you get to me
I wonder how many things you wanna do, you think I’m in-between
And I feel myself falling further down your priorities
And I still make excuses for you constantly
I wonder how many things you think about
Before, before you get to me

[Bridge]
Am I not even a second thought?

[Chorus]
I wonder how many things you think about before you get to me
I wonder how many things you wanna do, you think I’m in-between
I feel myself fallin' further down your priorities
And I still make excuses for you constantly
I wonder how many things you think about
Before, before you get to me


[Outro]
Wonder how many things",2022
Sabrina Carpenter,Looking at Me,Singular: Act II (Japan Edition),"[Intro]
Oh
Oh, yeah

[Verse 1]
Did I catch your attention?
You look like you lost your breath, huh
When I circle the room, you an owl, you gon' twist your head
Don't you come at me green with an attitude
When my lips and my soles are red
If I leave you behind, you can look for the broken necks
No, no

[Pre-Chorus]
'Cause I've been here once or twice
Never worry 'bout the eyes (Come on)

[Chorus]
Don't just stand there staring, honey
Try to move your feet
If you think they looking at you
They looking at me
I could make it nice and easy
I'ma take the lead
They ain't even looking at you, baby
They looking at me


[Post-Chorus]
They looking at me
Yeah, yeah, they looking at me

[Verse 2]
Yes, I'm young for a teacher, I'll teach you what you don't know
(I can teach you the things that you wanna know)
But I can't give it up all at once, you would overdose
Don't you bring any bull in the room tonight
It's a whole new rodeo
It could be you and me, but you know that I'll steal the show
Oh (Yeah)

[Pre-Chorus]
'Cause I've been here once or twice
(I've been here once or twice, babe)
Never worry 'bout the eyes
Never worry 'bout the eyes (Come on)

[Chorus]
Don't just stand there staring, honey
Try to move your feet
If you think they looking at you
They looking at me
I could make it nice and easy
I'ma take the lead (I'ma takin' the lead)
They ain't even looking at you, baby
They looking at me


[Post-Chorus]
They looking at me
(No, no, no, no)
Yeah, yeah, they looking at me (They're looking at me)
But they looking at me, babe (They're looking at me)
'Cause they looking at me, baby

[Bridge]
They're looking at me
They're looking at me (Hey)
If I leave you behind, you can look for the broken necks
(Don't you)

[Chorus]
Don't just stand there staring, honey (Stand there staring, honey)
Try to move your feet (Try to move your feet now)
If you think they looking at you
They looking at me
I could make it nice and easy
I'ma take the lead
They ain't even looking at you, baby
They looking at me

[Post-Chorus]
(They just looking at me, they just looking at me)
They looking at me
(Yeah, they're looking at me, my baby, baby, baby)
Yeah, yeah, they looking at me
(They're looking at me)
Don't you know that they looking at me?
(They're looking at me)
They looking at me",2019
Sabrina Carpenter,Exhale,Singular: Act II (Japan Edition),"[Verse 1]
Who put the baby in charge?
It's already hard to buy all the parts and learn to use them
Who put the world on my back and not in my hands?
Just give me a chance

[Pre-Chorus]
Listen to my mama, listen to my dad
Listen to my sisters, everyone relax
Everybody answers shit I didn't ask
Think I'm reaching my limit

[Chorus]
Can I exhale for a minute?
Can I get this out in the open?
Can I sit down for a second?
Can I breathe?
Can I exhale for a minute?
Can we talk it out? I don't get it
Can I calm down for a moment?
Can I breathe for just one second?

[Verse 2]
I put too much weight on words and glances
I, I put too much weight on situations
I, I put too much on myself
Thinking I don't deserve what I've earned, but yeah


[Pre-Chorus]
I listen to the labels, listen to the man
Try to keep a sense of knowing who I am
I try to be an angel, but I don't think I can
Think I'm reaching my limits, yeah

[Chorus]
Can I exhale for a minute?
Can I get this out in the open?
Can I sit down for a second?
Can I breathe?
Can I exhale for a minute?
Can we talk it out? I don't get it
Can I calm down for a moment?
Can I breathe for just one second, baby?

[Bridge]
Can I breathe?
Can I breathe?
Can I breathe?
Can I breathe?
Can I breathe?
Can I breathe?

[Outro]
Na-na-na, na-na-na, nay
Na-na-na, na-na-na, nay
Na-na-na, na-na-na, nay
Na-na-na, na-na-na, nay
Na-na-na, na-na-na
Na-na-na-na-na-na",2019
Sabrina Carpenter,Alien,Blue (Japan Exclusive),"51 ContributorsAlien Lyrics“Alien” is a single by Sabrina Carpenter, and at the time was her first single since 2017’s “Why”. This time, she connects with UK producer Jonas Blue, in which they wrote the song together one weekend in… Read More [Intro: Sabrina Carpenter]
Mmm, no, hmm

[Verse 1: Sabrina Carpenter]
This feeling's so alien
Need to know if you're just a friend
Are you a secret I'm holdin' in?
So leave it on my brain if you feel the same
Lie but I notice it
Don't know the rules but I got to win
The paranoia is sinkin' in
So leave it on my brain if you feel the same

[Pre-Chorus: Sabrina Carpenter]
Ooh, let me discover all of your colors
If you love me, let me know
No, no, let me discover all of your colors
If you love me, let me know

[Chorus: Sabrina Carpenter]
Don't let me leave when I'm standing at your door
Don't make me stop when you're really wanting more
When you're really wanting more
If you show me what you were thinking of
Let me get inside your mind
If you show me love it'll be enough
It'll be a better night


[Drop: Sabrina Carpenter]
If you love me, let me know
If you love me, let me know
If you love me, let me know
It'll be a better night
If you love me, let me know
If you love me, let me know
If you love me, let me know
It'll be a better night

[Verse 2: Sabrina Carpenter]
Alienated them
Right about when our love began
Emotions are moving in
Getting in my space, livin' in my place
When did these games begin?
I'm overthinking my thoughts again
No, we don't break, but we're bound to bend
Getting in my space, livin' in my place

[Pre-Chorus: Sabrina Carpenter]
Ooh, let me discover all of your colors
If you love me, let me know
No, no, let me discover all of your colors
If you love me, let me know


[Chorus: Sabrina Carpenter]
Don't let me leave when I'm standing at your door
Baby no, don't let me
Don't make me stop when you're really wanting more
'Cause I know you're wanting more
If you show me what you were thinking of
Let me get inside your mind
If you show me love it'll be enough
It'll be a better night

[Drop: Sabrina Carpenter]
If you love me, let me know
If you love me, let me know
If you love me, let me know
It'll be a better night (Be a better night)
If you love me, let me know
If you love me, let me know
If you love me, let me know
It'll be a better night (No, no, no)
If you love me, let me know
If you love me, let me know
If you love me, let me know
It'll be a better night
If you love me, let me know
If you love me, let me know
If you love me, let me know
It'll be a better night
A better night, yeah",2018
Sabrina Carpenter,Almost Love,Singular: Act I (Japan Edition),"[Intro]
Ah yeah, yeah, yeah

[Verse 1]
The moment when the light is red before the go
The moment when the curtain's down before the show
The moment when you're done, but maybe just one more
That's how I feel before I get you all alone

[Pre-Chorus]
We could give it a minute
But what's the fun in a minute?
When we could push all the limits
Ah yeah, yeah, yeah, yeah
Shirt hanging off my shoulders
Both hands wanna hold ya
So baby, what's the hold up?
Yeah, yeah

[Chorus]
Can you feel the tension rising?
Now you're, now you're getting it close
Now you're, now you're getting it close
Almost love, it's almost love
Speed this up 'cause I'm excited
No more, no more taking it slow
No more, no more taking it slow
Almost love, it's almost love


[Post-Chorus]
Almost love
Almost love, but it could be love
Almost love
Almost love, but it could be love
Almost lo-lo-love
Almost love, but it could be love
It could be love
It could be, yeah

[Verse 2]
I want you like a midnight hour wants a view
I want you like a loner wants an empty room
I want you like a kiss that's long and overdue
I need you more than I have ever needed you

[Pre-Chorus]
And we could give it a minute
But what's the fun in a minute?
When we could push all the limits
Ah yeah, yeah, yeah, yeah
Shirt hanging off my shoulders
Both hands wanna hold ya
So baby, what's the hold up?
Yeah


[Chorus]
Can you feel the tension rising?
Now you're, now you're getting it close
Now you're, now you're getting it close
Almost love, it's almost love
Speed this up 'cause I'm excited
No more, no more taking it slow
No more, no more taking it slow
Almost love, it's almost love

[Post-Chorus]
Almost love
It's almost love, but it could be love
Almost love
Almost love, but it could be love
Almost lo-lo-lo-lo-love
Almost love, but it could be love
It could be love
It could be, yeah, oh no

[Bridge]
We could give it a minute
But what's the fun in a minute?

[Chorus]
Can you feel the tension rising?
Now you're getting it so close
Now you're getting this so close
Almost love, almost love
Oh, 'cause I'm excited
No more, no more taking it slow
No more, no more taking it slow
It's almost love


[Post-Chorus]
Almost love, oh baby, oh
It's almost love, but it could be love
'Cause it's almost love, but it could be love
Almost love and you know
Almost love
But it could be love
'Cause it's almost love, but it could be love
Yeah, it could be love, eh",2018
Sabrina Carpenter,Paris,Singular: Act I (Japan Edition),"[Verse 1]
If I asked that boy to jump, I know he would
He don't even have to say, it's understood
He treat me nice, he treat me right, he treat me good
Still I get so hesitant, still I get so hesitant
So I took myself where I think I should be
Something told me that it's waiting here for me
Parisian nights, Parisian high, Parisian breeze
Feeding me like medicine, feeding me like medicine, yeah

[Chorus]
It's so romantic in Paris
Won't even try to compare it
Thought I was sure that I'd find it
But I already have love in L.A. 
It's so romantic in Paris
Won't even try to compare it
Thought I was sure that I'd find it
But I already have love in L.A. 
Yeah, I already have love in L.A. 

[Verse 2]
If you show me too much love, it makes me leave (Makes me leave)
Guess that's one of many things that's wrong with me (That's wrong with me)
Looking past you when you're right in front of me
I won't do that anymore, I won't do that anymore (Anymore)
Why'd it take so long for me to know this? (Know this)
Scared to put the water with the roses (Roses)
Halfway 'cross the world for me to notice
But I notice, yeah, I notice, yeah


[Chorus]
It's so romantic in Paris
Won't even try to compare it
Thought I was sure that I'd find it
But I already have love in L.A. 
It's so romantic in Paris
Won't even try to compare it
Thought I was sure that I'd find it
But I already have love in L.A. 

[Bridge]
Je ne voulais pas trouver l'amour
Mais Paris a quelque chose
Qui donne envie d'aimer, d'aimer passionnément
Mon cœur est à toi pour toujours
You will always have my heart

[Chorus]
It's so romantic in Paris
Won't even try to compare it
Thought I was sure that I'd find it
But I already have love in L.A. (Already have love)
It's so romantic in Paris (So romantic in Paris)
Won't even try to compare it (I know that I try)
Thought I was sure that I'd find it
But I already have love in L.A. 
It's so romantic in Paris, babe
Won't even try to compare it (Won't even try, won't even try)
Thought I was sure that I'd find it (Thought I was sure, I was sure)
But I already have love in L.A. 
But I already have love in L.A.",2018
Sabrina Carpenter,Already Over,emails i can’t send fwd:,"[Verse 1]
We been talkin' for hours
'Bout how we shouldn't talk for hours on end
Kissin' after a conversation
'Bout how we'd probably be better off as friends

[Pre-Chorus]
Same time here next weekend
Say we won't do this again
Make me fall where I stand
Only like you can

[Chorus]
Yeah, I say I'm done, but I'm still confused
How am I supposed to close the door when I still need the closure?
And I change my mind, but it's still on you
How am I supposed to leave you now that you're already over?
How am I supposed to leave you now that you're already over?

[Verse 2]
Selfishly don't wanna give you
Time to be on someone else's lips (Ah)
But I'll take three short hours over
Three long weeks pretendin' like we don't exist, hmm (Ah)

[Pre-Chorus]
Same time here next weekend
Say we won't do this again
Make me fall where I stand
Only like you can


[Chorus]
Yeah, I say I'm done, but I'm still confused
How am I supposed to close the door when I still need the closure?
And I change my mind, but it's still on you
How am I supposed to leave you now that you're already over?
How am I supposed to leave you now that you're already over?

[Bridge]
After the aftermath, I know you'll be comin' back
To the back bedroom and it won't be the last
Of the aftermath, I know you'll be comin' back
To the back bedroom and it won't be the last time

[Chorus]
I say I'm done, but I'm still confused
How am I supposed to close the door when I still need the closure? (Ooh)
And I change my mind, but it's still on you
How am I supposed to leave you now that you're already over?

[Outro]
Yeah, I like my bed, but it likes you too
How am I supposed to leave you now that you're already over?",2022
Sabrina Carpenter,things i wish you said,emails i can’t send fwd:,"[Verse 1]
""Baby, sorry I left you in the dark""
""I always reach for your leg over there on your side of the car""
""Baby, everything reminds me of you""
""Nobody gets my jokes, everyone here thinks I'm fuckin' rude""

[Chorus]
""When I saw you cry, I didn't handle it well""
""Without you here, I don't know what to do with myself""
I think about these things at night before I fall asleep
Things I wish you said to me

[Verse 2]
Things like, ""Darlin', I hope you know it scared me to death
The night that your sister said that you got in an accident""
""And God, I, I'm watchin' everything that you do""
""I can't get your songs out of my head or your hair out of my room""

[Chorus]
""I saw you met somebody and I'm jealous as hell
That I can't even stomach lovin' somebody else""
I think about these things at night before I fall asleep
Things I wish you said to me

[Bridge]
Ooh
Ooh, ah


[Chorus]
""Sorry that I pulled the 'it's not you, it's me'""
""One day, I'll make sure you get a real apology""
I waste my time, I waste my life on idiotic things
Like things you never said
Things you'll never say to me",2023
Sabrina Carpenter,Can’t Blame a Girl for Trying,Eyes Wide Open ,"[Verse 1]
Here I am again, the same old situation
Why does the guy thing have to be so complicated?
I should've played it cool, instead, I made a fool
Oh, the things I do

[Chorus]
'Cause I'm young and I'm dumb
I do stupid things when it comes to love
And even if I always end up crying
Well, you can't blame a girl for trying
Oh, oh
No, you can't blame a girl for trying
Ooh, ooh

[Verse 2]
I should've shut my mouth, I could've kept it quiet
I might have freaked him out 'cause I was so excited
But I just couldn't wait, I took a leap of faith
Oh, the things I say

[Chorus]
'Cause I'm young and I'm dumb
I do stupid things when it comes to love
And even if I always end up crying
Well, you can't blame a girl for trying
Oh, oh
No, you can't blame a girl for trying
Oh, no, no


[Bridge]
And I think sometimes
I tend to be my own worst enemy
And maybe someday
I'm gonna catch a shooting star falling out of the blue
Doing what I do

[Verse 3]
And just as I'm giving up, my heart is palpitating
Here comes another one, it's so intoxicating
And being where I've been, I know that in the end
I'll do it all again

[Chorus]
'Cause I'm young and I'm dumb
I do stupid things when it comes to love
And even if I always end up crying
Well, love will find me, there ain't no denying
That you can't blame a girl for trying
Oh, oh
No, you can't blame a girl for trying
Mmm
Oh-ooh",2014
Sabrina Carpenter,bet u wanna,emails i can’t send fwd:,"[Verse 1]
Told me, told me I'm your only
It's all unfoldin', babe
Slowly, slowly, lies you sold me
All saw the light of day

[Pre-Chorus]
You been wastin' time on the other side
If you're satisfied, touché
Now you say you hate all the empty space
And if you could go back, you'd stay

[Chorus]
Didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now
It's cold out there, let me know what you found
(Let me know what you found)
Bet you wanna love me now
Bet you wanna love me now

[Verse 2]
Chase me, chase me, that's right, baby
Yeah, feel the way it feels
When you don't havе control of who I'm holdin'
Is it feedin' all your fears?


[Pre-Chorus]
You been wastin' time on the othеr side
If you're satisfied, touché
But the lights are off, your so-called friends are gone
Oh, I know what you're 'bout to say

[Chorus]
Didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now
It's cold out there, let me know what you found
(Let me know what you found)
Bet you wanna love me now
Bet you wanna love me now
Didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now
It's cold out there, let me know what you found
(Let me know what you found)
Bet you wanna love me now
Bet you wanna love me now

[Post-Chorus]
I bet you wanna
I bet you wanna (Ah)


[Bridge]
Bet you miss me, bet you're reminiscin'
I bet you hate the way that you said goodbye
And you still can't even tell me why
I hate the way that you left me dry
But I'll keep that between you and I

[Chorus]
I bet you didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now (Oh, touch me now)
It's cold out there, let me know what you found
Bet you wanna love me now (Uh-huh)
Bet you wanna love me now",2022
