Artist,Title,Album,Lyric,Year
Sabrina Carpenter,In My Bed,Singular: Act II (Japan Edition),"[Verse 1]
Little things become everything
When you wouldn't think that they would
Little things weigh so heavily
Take my energy ’til it's gone

[Pre-Chorus]
I wanna be alone
But all these emotions won't leave me alone
I’m tryin', I'm tryin', I'm tryin' to stop the
Losing all control
Hypothetically, I could let it go easy

[Chorus]
But I'm still, I'm still
I’m still, I’m still, I'm still in my bed about it
I’m still, I'm still, I'm still in my head about it
I'm not usually like this
I’m not usually like this
But I'm still, I'm still, I'm still in my bed

[Verse 2]
Turn this pillowcase to the cooler side
Give me something I can feel 'cause I
Wanna turn a page, wanna rearrange
Swinging doors wide open in my mind, no


[Pre-Chorus]
I wanna be alone (Wanna be alone)
But all these emotions won't leave me alone (Won't leave me alone)
I'm tryin', I'm tryin', I'm tryin' to stop the
Losing all control (All control)
But hypothetically, I could let it go easy

[Chorus]
But I'm still, I'm still
I'm still, I'm still, I'm still in my bed about it (Bed about it)
I'm still, I'm still, I'm still in my head about it (Head about it)
I'm not usually like this
I'm not usually like this
But I'm still, I'm still, I'm still in my bed about it

[Post-Chorus]
(Bed about it, bed about it)
But I'm still, I'm still, I'm still in my bed about it
(Bed about it, bed about it)
But I'm still, I'm still, I'm still in my bed about it

[Bridge]
Something chemical inside me messin' with my mind
And I can't help but feel like
I'm feeling like someone else (Someone else)
Something animal inside me
Trying to remind me there's no need
To worry about it and lose myself


[Chorus]
But I'm still, I'm still, I'm still
I'm still, I'm still, I'm still in my bed about it (Bed about it)
I'm still, I'm still, I'm still in my head about it (Ah)
I'm not usually like this (I'm not usually like)
I'm not usually like this (I'm not usually like)
But I'm still, I'm still, I'm still in my bed about it

[Outro]
I'm still in my bed, I'm still in my bed (Oh yeah)
(Bed about it, bed about it)
But I'm still, I'm still, I'm still in my bed about it (Oh yeah, yeah)
I'm still in my bed, I'm still in my (Bed about it, bed about it)
But I'm still, I'm still, I'm still in my bed",2019
Sabrina Carpenter,is it new years yet?,fruitcake,"[Verse 1]
I'm sick and tired of this holiday
Not good at bein' present anyway
The songs are catchy, but they're overplayed
My relatives always know what to say to piss me off

[Pre-Chorus]
Small talk in the kitchen
Dated, dumb traditions
Who sucks competition (Oh)
Call it pessimism
December is a prison
It just makes me miss him

[Chorus]
Is it New Year's yet?
I'm gettin' bored, so can we skip ahead?
I just wanna forget
That I'm at home with nobody to hold
I'm dreamin' 'bout silver and gold (Silver and gold)
That champagne buzz down to my toes (Down to my toes)
Someone, not you, kissin' me, oh yes
Nеw Year's, is it New Year's yеt?

[Verse 2]
Santa, Santa, boy, you're the worst
It's the 25th, I wish it was the 1st
Couples all around me, damn, it hurts
Wanna push 'em in the fireplace and watch 'em burn
Santa, Santa, why do you hate me?
I'm a gift, look how God made me
Never, never get what's on my list
Fruitcake just makes me sick (Ugh)


[Pre-Chorus]
Small talk in the kitchen
Dated, dumb traditions
Who sucks competition (Oh)
Call it pessimism
December is a prison
It just makes me miss him

[Chorus]
Is it New Year's yet?
I'm gettin' bored, so can we skip ahead?
I just wanna forget
That I'm at home with nobody to hold
I'm dreamin' 'bout silver and gold (Silver and gold)
That champagne buzz down to my toes (Down to my toes)
Someone, not you, kissin' me, oh yes
New Year's, is it New Year's yet?

[Outro]
Uh, uh, uh
Is it New Year's yet?",2023
Sabrina Carpenter,Please Please Please (Remix),Short n’ Sweet (Deluxe),"46 ContributorsTranslationsDeutschTürkçesrpskiItalianoČeskyБеларускаяРусский (Russian)УкраїнськаPortuguêsPlease Please Please (Remix) Lyrics“Please Please Please” featuring Dolly Parton is a fresh version of Sabrina’s second single from Short n' Sweet which became a hit song, reaching #1 on the Billboard Hot 100. As part of the deluxe edition of… Read More [Intro: Dolly Parton]
Oh, oh
Oh, oh
Mm

[Verse 1: Sabrina Carpenter, Sabrina Carpenter & Dolly Parton]
I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different and everyone makes mistakes
But just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight
I tell them it's just your culture and everyone rolls their eyes
Yeah, I know
All I'm asking, baby

[Chorus: Sabrina Carpenter & Dolly Parton, Sabrina Carpenter]
Please, please, please
Don't prove I'm right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing, my ego's another
I beg you, don't embarrass me like the others, ah
Please, please, please (Ah)

[Verse 2: Dolly Parton, Sabrina Carpenter, Sabrina Carpenter & Dolly Parton]
I have a fun idea, babe, maybe just stay inside
I know you're craving some fresh air, but the ceiling fan is so nice (It's so nice, right?)
And we could live so happily if no one knows that you're with me
I'm just kidding, but really (Kinda), really (Really?), really


[Chorus: Sabrina Carpenter & Dolly Parton, Dolly Parton, Sabrina Carpenter]
Please, please, please
Don't prove I'm right (Don't prove I'm right)
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing, my ego's another
I beg you, don't embarrass me like the others, ah
Please, please, please (Ah)

[Outro: Sabrina Carpenter & Dolly Parton, Sabrina Carpenter, Dolly Parton]
If you wanna go and be stupid
Don't do it in front of me
If you don't wanna cry to my music
Don't make me hate you prolifically
Please, please, please
Please, please, please
Please (Please), please (Please), please (Please)
(Ah) Don't do it, mm",2025
Sabrina Carpenter,Run and Hide,EVOLution ,"[Verse 1]
I don't wanna buy what they're sellin' these days
Sayin' feelin' and fallin' is all a mistake
No, no
And why does everybody look at young hearts fillin' up
Like it's just a matter of time before they break?
No, no

[Pre-Chorus]
They started sayin', ""When you can't hide, run""
""When you can't run, hide""
Started thinkin' love's a loaded gun
Nobody wants to fight
And when did we all stop thinkin' that the world
Stopped spinnin' in a kiss goodnight?
And when did a heartbeat beatin' too fast
Stop meaning it was worth the while?

[Chorus]
I wanna, I wanna be loved
I wanna, I wanna be loved
I wanna, I wanna be loved
And I don't wanna run, I don't wanna hide

[Verse 2]
Traded out our eyes to light a screen
Traded our holdin' hands to holdin' back everything
No, no
No, no, oh
And words got shorter and quiet got longer
And all the sudden, love started lookin' like a memory
No, no, no


[Pre-Chorus]
They started sayin', ""If you can't hide, run""
""If you can't run, hide""
Started thinkin' love's a loaded gun
Nobody wants to fight
And when did we all stop thinkin' that the world
Stopped spinnin' in a kiss goodnight?
And when did a heartbeat beatin' too fast
Stop meaning it was worth the while?

[Chorus]
I wanna, I wanna be loved
I wanna, I wanna be loved
I wanna, I wanna be loved
And I don't wanna run, I don't wanna hide, no

[Bridge]
Mmm, no
No, no, no

[Pre-Chorus]
They started sayin', ""When you can't hide, run""
""When you can't run, hide""
But love don't gotta be a loaded gun
Or a losin' fight
And when did we all stop thinkin' that the world
Stopped spinnin' in a kiss goodnight?
And when did a heartbeat beatin' too fast
Stop meaning it was worth the while?


[Chorus]
But I wanna, I wanna be loved
I wanna, I wanna be loved
I wanna, I wanna be loved
And I don't wanna run, I don't wanna hide

[Outro]
And I don't wanna run, I don't wanna hide
And I don't wanna run, I don't wanna hide",2016
Sabrina Carpenter,Tomorrow Starts Today (Andi Mack Theme Song),Unknown Album,"[Verse 1]
I'm standing on the edge
And everything I know has blown away
Life is upside down
But any way it goes, I'll work it out

[Pre-Chorus]
Oh-oh-oh-oh-oh, here we go
One, two, three

[Chorus]
I'm ready for tomorrow
Tomorrow starts today
There ain't a map to follow
But I'm with you all the way
I'm ready for tomorrow
Tomorrow starts today
There ain't a map to follow
But I'm with you all the way

[Verse 2]
I'm looking straight ahead into the unknown
I'm not afraid
This ride has just begun
I'll take the highs and lows
So bring it on


[Pre-Chorus]
Oh-oh-oh-oh-oh, here we go
One, two, three

[Chorus]
I'm ready for tomorrow
Tomorrow starts today
There ain't a map to follow
But I'm with you all the way
I'm ready for tomorrow
Tomorrow starts today
There ain't a map to follow
But I'm with you all the way
All the way

[Bridge]
Sometimes life's a roller coaster
Takes you up-up-up
And then it spins you 'round
So throw your hands up in the air
And go all (Go all out)
Make it count (One, two, three)

[Chorus]
I'm ready for tomorrow
Tomorrow starts today
There ain't a map to follow
But I'm with you all the way
I'm ready for tomorrow
Tomorrow starts today
There ain't a map to follow
But I'm with you all the way
I'm ready for tomorrow (I'm ready for tomorrow)
There ain't a map to follow (There ain't a map to follow)
I'm ready for tomorrow
Tomorrow starts today
There ain't a map to follow
But I'm with you all the way
All the way",2017
Sabrina Carpenter,Hold Tight,Singular: Act I (Japan Edition),"56 ContributorsTranslationsSabrina Carpenter -Hold Tight (Ft. UHMEER) (Srpski Prevod)Hold Tight LyricsOn “Hold Tight”, Sabrina Carpenter wants to make little rearrangements under sultry electro-R&B production.

The track see’s Carpenter collaborating with collaboration with UHMEER a.k.a. Amir Mitchell-Townes,… Read More [Intro: Sabrina Carpenter]
Ah

[Verse 1: Sabrina Carpenter]
Done everything and done it again
Not every party needs our attendance

[Pre-Chorus: Sabrina Carpenter]
Don't take this as complaining
Just little rearrangements
All the nights that we've been takin'
Maybe we could take one off

[Chorus: Sabrina Carpenter]
Could be in the canyons, probably in a mansion
But I like where my hands is, I just wanna hold tight
Always gotta go out, we don't ever slow down
Not like we don't know how, I just wanna hold tight
Ah (I just wanna, I just wanna hold tight)
Always gotta go out, we don't ever slow down
Not like we don't know how, I just wanna hold tight

[Verse 2: Sabrina Carpenter]
Not like I wanna keep you inside, yeah
But I was hoping we could switch up how we're spending our time


[Pre-Chorus: Sabrina Carpenter]
Don't take this as complaining
Just little rearrangements
All the nights that we've been takin'
Maybe we could take one off

[Chorus: Sabrina Carpenter]
Could be in the canyons, probably in a mansion
But I like where my hands is, I just wanna hold tight
Always gotta go out, we don't ever slow down
Not like we don't know how, I just wanna hold tight
Ah (I just wanna, I just wanna hold tight)
Always gotta go out, we don't ever slow down
Not like we don't know how, I just wanna hold tight

[Verse 3: UHMEER & Sabrina Carpenter]
I just want that hand hold with the sweat in the middle
Running down to when I feel alone and the feeling gone, you can touch it a little
Hear me underneath the covers coloring your body, reading Braille
Take you to Bahamas, seeping through the sand
Sucking on the silence, now I'm in your ear
Telling you, baby, to listen, I just
Wanna keep you in, wanna keep you in right
Wanna feel your skin, wanna feel it on mine
Maybe I been on the Internet forgetting how to keep it slow
But no, I need it bitty bad bone Bonnie Clyde, come and get it
I don't know, I get it, get it, I get it, oh


[Chorus: Sabrina Carpenter]
Could be in the canyons, probably in a mansion
But I like where my hands is, I just wanna hold tight
Always gotta go out (Gotta go out), we don't ever slow down
(Gotta slow down, down)
Not like we don't know how, I just wanna hold tight
Ah (We keep going, we going)
(I just wanna, I just wanna hold tight)
Always gotta go out (Always gotta go out), we don't ever slow down
(Gotta slow down)
Not like we don't know how, I just wanna hold tight",2018
Sabrina Carpenter,Diamonds Are Forever,Singular: Act I (Japan Edition),"[Intro]
No

[Verse 1]
Think you got your break?
I'm no sugar mama, I'm no piggy bank
Tell me what you think, nah, nah, nah
Stackin' bills and counting change
I'm no Rockefeller, I'm not what you think
No way, nah, nah, nah

[Pre-Chorus]
I'm your new money
Drop it all on your crew, spent too soon money
One percent, I'm at the top of this earth money
That's what I'm worth, honey
That's what I'm worth, worth, worth

[Chorus]
I am a diamond
And diamonds are forever
My love is timeless
'Cause diamonds are forever (Oh no, no)
Money don't buy class
And I can't be bought like that, like that
I am a diamond
And diamonds are forever


[Verse 2]
Steal my heart and steal my kiss
But you can't shake my balance
There's no can do, nah, nah, nah
No can do, nah, nah, nah
And I'll take you out (Oh yeah) and I'll take you in
This love is my weakness, nah, nah

[Pre-Chorus]
I'm your new money (New money)
Drop it all on your crew, spent too soon money
One percent, I'm at the top of this earth money
That's what I'm worth, honey
That's what I'm worth, worth, worth

[Chorus]
I am a diamond (Diamond, babe)
And diamonds are forever (Oh, they're forever, ever)
My love is timeless
'Cause diamonds are forever
Money don't buy class (Don't buy class, nah, nah)
And I can't be bought like that, like that
I am a diamond
And diamonds are forever
Oh, nah, nah, nah, babe


[Bridge]
(Diamonds, diamonds)
(Diamonds, diamonds)
Diamonds are forever, baby
(Diamonds, diamonds)
What you gonna do for me, darlin'?
(Diamonds, diamonds)
I guess you want me to
Give up these diamonds to you

[Chorus]
I am a diamond
And diamonds are forever
My love is timeless (Ooh, it's so timeless, baby)
'Cause diamonds are forever (No, they're forever, no, you know)
Money don't buy class
And I can't be bought like that, like that
I am a diamond
And diamonds are forever

[Post-Chorus]
(Diamonds, diamonds)
Diamonds, baby, diamonds, no, no
(Diamonds, diamonds)
Know your love, these diamonds are yours
(Diamonds, diamonds)
(Diamonds, diamonds)


[Outro]
I guess you want me to
Give up these diamonds to you",2018
Sabrina Carpenter,I Can’t Stop Me,Singular: Act II (Japan Edition),"36 ContributorsTranslationsNederlandsSabrina Carpenter - I Can’t Stop Me ft. Saweetie (Srpski Prevod)I Can’t Stop Me Lyrics[Intro: Sabrina Carpenter & Saweetie]
I can't stop me, I can't stop me
Icy
I can't stop me, I can't stop me

[Verse 1: Sabrina Carpenter]
Miami Vice with the L.A. lights
We joyride late in the night
I don't mind, you know what you like
Yeah, you know what you like

[Pre-Chorus: Sabrina Carpenter]
Dressin' up by dressin' down
You got me feeling so new
Say we should go downtown (Go downtown)
Wake me up to lay me down
It's not like me to assume
We're going out of bounds (Out, out, out of bounds)

[Chorus: Sabrina Carpenter]
Baby, you could say you're bad for me
But who are you to tell me what I need?
'Cause I like what I like, what I li-li-like
Yeah, I like what I li-li-like
Baby, you could say you're bad for me
But who are you to tell me what I need?
'Cause I like what I like, what I li-li-like
Yeah, I like what I li-li-like


[Post-Chorus: Saweetie]
What? Ayy, I can't stop me
I can't stop, I can't, I can't stop, yeah
I can't stop, no, I can't stop me, I can't stop me
I can't stop, I can't, I can't stop, mmm
I can't stop, no, I can't stop me, I can't stop me

[Verse 2: Sabrina Carpenter & Saweetie]
All this room on top of the roof
If it's up to me, baby, you do you
No, I don't mind (I don't mind)
You know what you like (You know what I like)
Yeah, you know what you like (Yeah)

[Pre-Chorus: Sabrina Carpenter & Saweetie]
Dressin' up by dressin' down
You got me feeling so new
Say we should go downtown (Oh, we should go downtown)
Wake me up to lay me down
It's not like me to assume
We're going out of bounds (Take me out of bounds, ayy)

[Chorus: Sabrina Carpenter & Saweetie]
Baby, you could say you're bad for me
But who are you to tell me what I need?
'Cause I like what I like, what I li-li-like
Yeah, I like what I li-li-like (What I, what I like, ah)
Baby, you could say you're bad for me (You're bad for me)
But who are you to tell me what I need?
'Cause I like what I like, what I li-li-like
Yeah, I like what I li-li-like (What I, what I like, ayy)
I can't stop me


[Post-Chorus: Saweetie with Sabrina Carpenter]
I can't stop, I can't, I can't stop, mmm (No, no)
I can't stop, no, I can't stop me, I can't stop me
I can't stop, I can't, I can't stop, mmm
I can't stop, no, I can't stop me, I can't stop me

[Bridge: Saweetie]
Ayy, ice on, ice on, ice on me (Yeah)
All the things I like on me (Uh-huh)
Louis Vuitton, all the spikes
Louis Vuitton, name the price
I like my whips exotic (Yeah)
I like my nights erotic
Yeah, pussy so aquatic, so it make that boy psychotic (Yeah)
Ice all in my mouth, snowfall when I'm talking loud
Yeah, he always want me with him
Show me off 'cause he so proud (Yeah)
Back and forth, I hop up on it, he like when I call the shots
Told him drop the top up off the foreign and don't ever stop

[Chorus: Sabrina Carpenter & Saweetie]
Baby, you could say you're bad for me
But who are you to tell me what I need? (I need)
'Cause I like what I like, what I li-li-like
'Cause I like what I li-li-like (What I, what I like, yeah)
Baby, you could say you're bad for me (Uh huh)
But who are you to tell me what I need?
'Cause I like what I like, what I li-li-like (What I)
Yeah, I like what I li-li-like (What I, what I like, yeah)


[Outro: Sabrina Carpenter]
I can't stop me, I can't help myself
(I can't stop me, I can't stop me)
I can't stop me, I can't help myself
(I can't stop me, I can't stop me)",2019
Sabrina Carpenter,Please Please Please (Sped Up),Please Please Please,"[Verse 1]
I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different and everyone makes mistakes
But just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight
I tell them it's just your culture and everyone rolls their eyes
Yeah, I know
All I'm asking, baby

[Chorus]
Please, please, please
Don't prove I'm right
And please, pleasе, please
Don't bring me to tеars when I just did my makeup so nice
Heartbreak is one thing, my ego's another
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

[Verse 2]
Well, I have a fun idea, babe (Uh-huh), maybe just stay inside
I know you're cravin' some fresh air, but the ceiling fan is so nice (It's so nice, right?)
And we could live so happily if no one knows that you're with me
I'm just kidding, but really (Kinda), really, really


[Chorus]
Please, please, please (Please don't prove I'm right)
Don't prove I'm right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing (Heartbreak is one thing), my ego's another (Ego's another)
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

[Outro]
If you wanna go and be stupid
Don't do it in front of me
If you don't wanna cry to my music
Don't make me hate you prolifically
Please, please, please (Please)
Please, please, please (Please)
Please (Please), please (Please), please
(Ah)",2024
Sabrina Carpenter,Eyes Wide Open,Eyes Wide Open ,"[Intro]
La-di-da-da-da-na
Yeah

[Verse 1]
Everybody loves to tell me
I was born an old soul
Better keep my eyes wide open
There's so much that I don't know
Just another hotel room
Never felt so all alone
I think about my granddad's eyes
And they always send me home
I can almost hear him now
I gotta make him proud

[Chorus]
I keep my eyes wide open
Bless this ground, unbroken
I'm about to make my way
Heaven help me keep my faith
And my eyes wide open

[Verse 2]
I can't see two steps ahead of me
When the fog comes rollin' in
I never thought I'd miss the rain
Lord knows how long it's been
This dream burns inside of me
And I can't just let it go
There's still so much that I don't know


[Chorus]
I keep my eyes wide open (No)
Bless this ground, unbroken
I'm about to make my way
Heaven help me keep my faith
And my eyes wide open (Yeah)

[Bridge]
All I have is just this moment
I don't wanna miss a second
'Cause it could all be gone in an instant
Yeah, in an instant

[Chorus]
I keep my eyes wide open (Open)
Bless this ground, unbroken (Yeah)
I'm about to make my way (Make my way)
Heaven help me keep my faith
And my eyes wide open
(Keep my eyes wide open)
I'm about to make my way
Heaven help me keep my faith
(Keep my eyes wide open)
And my eyes wide open

[Outro]
I keep my eyes wide open",2015
Sabrina Carpenter,Honeymoon Fades,Unknown Album,"[Intro]
I hope we stay the same, hey
Honeymoon

[Verse 1]
Unexpected, this thing that we fell into
Like, so connected
You came at a time when my heart was selective
Didn't have to choose, my love was accepted, yeah

[Pre-Chorus]
Now I'm learning you like 101
You were sent to me like a one of one
And now we're going hard, just one on one
Nobody else

[Chorus]
I hope we never change
I hope we stay the same
I hope that we can love through the pain
After the honeymoon fades
I hope we never change
I hope we stay the same
I hope we can love through the pain
After the honeymoon fades


[Post-Chorus]
After the honeymoon fades, yeah

[Verse 2]
Now remember when we met, we was all in each other's bed
And we were spending every second we had
And now that it's official, it's hittin' a little different
What the hell we gonna do with these bags? No, yeah

[Pre-Chorus]
And now I'm learning you like 101
You were sent to me like a one of one
And now we're going hard, just one on one
Nobody else

[Chorus]
I hope we never change
I hope we stay the same
I hope that we can love through the pain
After the honeymoon fades
I hope we never change
I hope we stay the same
I hope we can love through the pain
After the honeymoon fades (I hope that we)

[Post-Chorus]
(Can you feel it with me? Can you feel it with me?)
After the honeymoon fades
(Can you feel it with me? Can you feel it with me?)
(Can you feel it with me? Can you feel it with me?)
(Can you feel it with me? Can you feel it with me?)


[Bridge]
And I hope it tastes the same, mmm
Even if it's bittersweet

[Refrain]
Honeymoon fading with you (Fading with you)
Honeymoon fading with you (Fading with you)
Honeymoon fading with you (Fading with you)
Honeymoon fading, fading

[Outro]
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh
Oh, oh, oh",2020
Sabrina Carpenter,I’m Fakin,Singular: Act II (Japan Edition),"[Verse 1]
We're picking fights, we're fully grown
How come we get so immature when we're alone?
I roll my eyes, you check your phone
You say I'm overly dramatic and I know

[Pre-Chorus]
'Cause I wanna bring you to your knees
Begging for me now, begging for me
Push you to the edge to see
How far you're willing to reach

[Chorus]
I'm slamming the door, but I'm staying
I make up my mind and I change it
It's you that I want when we're breaking
Every time I tell you that we're done, I'm faking
I'm losing the game that I'm playing
Keep pulling me close 'cause I'm fading
Don't forget the words that I'm saying
Every time I tell you that we're done, I'm faking

[Post-Chorus]
(La, ra-ra-ra-ra) I'm faking
(La, ra-ra-ra-ra) I'm faking, oh
(La, ra-ra-ra-ra) I'm faking
Every time I tell you that we're done, I'm faking


[Verse 2]
We go ego to ego, starting fires
Saying shit we don't mean, I mean we're liars
But the truth is we're messed up and we like it
Shut up, shut up, shut up

[Pre-Chorus]
'Cause I wanna bring you to your knees
Begging for me now, begging for me
Push you to the edge to see
How far you're willing to reach, yeah

[Chorus]
I'm slamming the door, but I'm staying
I make up my mind and I change it
It's you that I want when we're breaking
Every time I tell you that we're done, I'm faking
I'm losing the game that I'm playing
Keep pulling me close 'cause I'm fading
Don't forget the words that I'm saying
Every time I tell you that we're done, I'm faking

[Post-Chorus]
(La, ra-ra-ra-ra) I'm faking
(La, ra-ra-ra-ra) I'm faking, oh
(La, ra-ra-ra-ra) I'm faking
Every time I tell you that we're done, I'm faking


[Bridge]
I wanna bring you to your knees
(I wanna bring you to your knees)
Begging for me now (Begging for me)
I wanna see how far you're willing to reach, yeah
(How far you're willing to reach)

[Chorus]
I'm slamming the door, but I'm staying (I'm staying)
I make up my mind and I change it (Change it)
It's you that I want when we're breaking (It's you that I want)
Every time I tell you that we're done, I'm faking
I'm losing the game that I'm playing (I'm playing)
Keep pulling me close 'cause I'm fading (Keep pulling me close)
Don't forget the words that I'm saying
Every time I tell you that we're done, I'm faking

[Post-Chorus]
(La, ra-ra-ra-ra) I'm faking
(La, ra-ra-ra-ra) I'm faking, oh
(La, ra-ra-ra-ra) I'm faking
Every time I tell you that we're done, I'm faking",2019
Sabrina Carpenter,​Tell Em,Singular: Act II (Japan Edition),"[Intro]
Aw shit

[Verse 1]
Got me in my feelings, mmm
What the hell you doing to me?
I can't help what I'm feeling
Yeah, 'cause I'm fallin' down like a summer rain

[Pre-Chorus]
People askin' what we doin', I don't say a thing
Can we keep it to ourselves like if it's all the same?
'Cause if they know what we know
That's when everything's gonna change

[Chorus]
Should we tell 'em? Mmm
It might be too much for them, they might get jealous, hey
The way that you're lifting me up, feel like heaven, oh
I know they can see it, I know they can tell it
So we ain't gotta tell 'em (Shh)

[Refrain]
We ain't gotta tell
Tell 'em nothing, no, tell 'em, tell 'em, no (Tell 'em)
Tell 'em nothing, no, we tell 'em, tell 'em nothing (Tell 'em)
We ain't gotta tell 'em, tell (Tell 'em)
(Got to tell them, babe, got to tell them, babe)


[Verse 2]
Ain't no reason why we need to tell nobody
We don't gotta give it any labels
Cards already on the table
And we don't need opinions in our head space
You and me already in a good place
Like whoa, stay, let's keep it this way

[Pre-Chorus]
People askin' what we doin', I don't say a thing, no
Can we keep it to ourselves like if it's all the same?
'Cause if they know what we know
That's when everything's gonna change

[Chorus]
Should we tell 'em? Mmm
It might be too much for them, they might get jealous, hey
The way that you're lifting me up, feel like heaven, oh
I know they can see it, I know they can tell it
So we ain't gotta tell 'em (Shh)

[Refrain]
We ain't gotta tell 'em
No, tell 'em, tell 'em, no (Tell 'em)
Tell, tell 'em nothing, no, we tell 'em, tell 'em nothing (Tell 'em)
We ain't gotta tell 'em, tell (Tell 'em)
(Got to tell them, babe, got to tell them, babe)


[Bridge]
You could be my dirty little secret
And you could be my everything I'm needing
And you could be my dirty little secret (Oh)
Nobody has to know (Shh)

[Refrain]
We ain't gotta tell 'em
No, babe, tell 'em, tell 'em, tell 'em, no (Tell 'em)
Tell 'em nothing, no, we tell 'em, tell 'em nothing (Tell 'em)
We ain't gotta tell 'em nothing, babe
We ain't gotta tell 'em, baby, no (Tell 'em)
We ain't gotta tell nothin' to no one
We ain't gotta tell nothin' to no one
We ain't gotta tell
Tell 'em nothing, no, tell 'em, tell 'em, no (Tell 'em)
(We ain't got to tell them nothing, ain't got to tell)
You know, you know
Tell 'em nothing, no, we tell 'em, tell 'em nothing (Tell 'em)
(We ain't got to tell them nothing, ain't got to tell)
We ain't gotta tell 'em, tell (Tell 'em)

[Outro]
Ain't got to tell, we ain't got to tell them nothing
(And what if we)
Ain't got to tell, we ain't got to tell them nothing
(Kept this between you and me?)
Ain't got to tell, we ain't got to tell them nothing
Ain't got to tell, we ain't got to tell them nothing
(We ain't got to tell nobody, no)
Ain't got to tell, we ain't got to tell them nothing
(Tell nobody, no)
Ain't got to tell, we ain't got to tell them nothing
Ain't got to tell, we ain't got to tell them nothing
Ain't got to tell, we ain't got to tell them nothing
Ain't got to tell 'em nothing, ain't got to tell
We ain't got to tell 'em nothing, ain't got to tell
We ain't got to tell 'em nothing, ain't got to tell
We ain't got to tell 'em nothing",2019
Sabrina Carpenter,Mona Lisa,Singular: Act I (Japan Edition),"[Verse 1]
Keep it casual, don't have to tippy-toe
Take your cares off, just stay a couple more
You don't have to be, don't have to be a stranger
Go and get a little closer
Playing mind games, we don't do that here
So put your bid in before I disappear
You don't have to be, don't have to be a stranger
Come and get a little closer

[Pre-Chorus]
Ain't gotta hesitate
Ain't gotta make me wait
Oh, baby, won't you stay?
Yeah, yeah

[Chorus]
Both of my eyes, they've been fixing on you
Wasting your time, should be making that move
Come and say hi, I've been dying to meet ya
Don't leave me hanging like the Mona Lisa
What's on my mind, I've been thinking maybe
I could be yours by the time that we leave
Come and say hi, I've been dying to meet ya
Don't leave me hanging like the Mona Lisa, oh


[Verse 2]
I know your type, what's with the timid behavior?
You let this ooh-la-la-la intimidate ya
Don't you make me, don't you make me leave on my own
I'm already ready, come on

[Pre-Chorus]
Ain't gotta hesitate
Ain't gotta make me wait
Oh, baby, won't you stay?
Yeah, yeah

[Chorus]
Both of my eyes, they've been fixing on you
Wasting your time, should be making that move
Come and say hi, I've been dying to meet ya
Don't leave me hanging like the Mona Lisa
What's on my mind, I've been thinking maybe
I could be yours by the time that we leave
Come and say hi, I've been dying to meet ya
Don't leave me hanging like the Mona Lisa, oh",2018
Sabrina Carpenter,Feels Like Loneliness,EVOLution ,"[Verse 1]
You're not asking for much, but
It just seems like a lot, and
Kinda confused, don't know what to choose
But baby, it's hard for me, I'm not ready for your love
I keep on the go, but
I don't mean to tease ya
You're down on your knees, you're beggin' me please
But darling, it's not the way to get me, baby, no

[Pre-Chorus]
Oops, didn't mean to make you love me
Oops, didn't mean to make you love me
Didn't mean to be charming
Such a beautiful darling
Didn't wanna make you think we could be a thing
And I'd give you everything, love

[Chorus]
Love feels like loneliness
Love feels like loneliness sometimes
That's just the way it is
Love feels like loneliness sometimes

[Verse 2]
We can't get the timing
Because I was running
But now I want you and you always knew
So baby, you pull away and make me wait for you
So screw all that love ish
I think that I've had it
The more you turn your back, then I want you back
'Cause this is the last time I play this game
Always the same and I'm through


[Pre-Chorus]
Oops, didn't mean to make you love me
Oops, didn't mean to make you love me
Didn't mean to be charming
Such a beautiful darling
Didn't wanna make you think we could be a thing
And I'd give you everything, love

[Chorus]
Love feels like loneliness
Love feels like loneliness sometimes
That's just the way it is
Love feels like loneliness sometimes

[Post-Chorus]
Sometimes, sometimes
Sometimes, sometimes
Sometimes, sometimes
Sometimes, sometimes (Love feels like loneliness sometimes)

[Bridge]
Sometimes
'Cause love feels like loneliness sometimes

[Chorus]
Love feels like loneliness (Sometimes)
Love feels like loneliness sometimes
That's just the way it is
Love feels like loneliness sometimes


[Outro]
Sometimes, sometimes (Na-na-na-na-na, no, no, no, no)
Sometimes, sometimes (Love feels like loneliness sometimes)
Sometimes, sometimes
Sometimes, sometimes (Love feels like loneliness sometimes)",2016
